286 1143    4   889651549
113 1595    5   875936424
292 1011    5   881104093
130 2014    3   876250718
275 1098    4   875155140
189 1520    5   893265380
219 1082    1   889452455
218 1209    5   877488546
123 1427    3   879873020
158 1177    4   880134407
222 1118    4   877563802
302 1322    2   879436875
279 1501    3   875308843
301 1079    5   882076403
181 1003    2   878963441
201 1695    1   884140115
13  1198    3   881515193
1   1189    3   888732928
145 1237    5   875270570
23  1385    4   874786462
201 1767    4   884114505
296 1705    5   884197193
42  1546    3   881105817
33  1872    3   891964230
301 1554    3   882078830
16  1064    5   877720297
154 1357    4   879138713
77  1484    5   884733766
296 1508    5   884196584
302 1303    2   879436785
244 1673    3   880606667
222 1077    4   878183616
13  1215    5   882140588
16  1705    5   877722736
270 1452    4   876956264
145 1015    2   875270655
187 1064    5   879465631
170 1749    5   887646170
101 1829    3   877136138
184 1218    3   889909840
128 1204    4   879967478
181 2295    1   878961781
184 1153    3   889911285
1   1033    4   878542699
1   1160    4   875072547
184 1321    5   889906967
54  1595    3   880937813
128 1508    4   879967767
23  1323    2   874784266
301 1191    3   882075672
82  1183    3   878769848
222 1724    3   878181976
218 1430    3   877488316
308 2197    4   887739521
303 1134    5   879467959
215 1212    2   891435680
69  1256    5   882126156
254 1662    4   887347350
276 1002    4   874792436
104 1984    1   888442575
63  2067    3   875747514
267 1410    4   878970785
13  1056    5   881515011
240 1879    3   885775745
286 1237    2   875806800
294 1271    5   889241426
90  2086    4   891384424
18  1026    4   880129731
308 1649    4   887739292
144 1089    3   888105691
191 1302    4   891560253
59  1951    3   888206409
16  1197    5   877726146
61  1678    3   892302309
271 1199    4   885848448
271 1709    3   885849325
142 1169    5   888640356
275 1597    3   876197678
87  1040    3   879876917
272 2393    2   879454663
177 1333    4   880130397
207 2115    2   879664906
299 1577    3   889503806
271 1378    4   885849447
305 1425    4   886324486
49  1959    2   888068912
94  2224    3   891722802
130 2017    3   874953895
10  1175    3   877888677
203 1321    3   880433418
191 1286    4   891560842
43  1323    3   875975110
21  1558    5   874951695
194 1066    3   879527264
234 1206    4   892334543
308 1402    4   887740700
308 1640    4   887737036
269 1522    5   891447773
94  1265    4   891721889
268 1062    3   875310824
272 1012    5   879455254
121 1291    3   891390477
296 1020    5   884196921
134 1286    3   891732334
180 1462    5   877544218
234 1612    3   892079140
104 1117    2   888465972
269 1845    1   891456255
7   1163    4   891353444
234 2451    3   892078343
52  1250    3   882922661
102 1823    3   888801465
13  1186    4   890704999
178 1731    4   882827532
236 1071    3   890116671
256 1781    5   882165296
263 1176    5   891299752
244 1186    3   880605697
279 2181    4   875314001
43  1815    4   883956189
83  1078    2   880309089
151 1197    5   879528710
254 1436    2   886474216
109 1631    3   880579371
297 1716    3   875239422
249 1188    4   879641067
144 1699    4   888106106
301 1604    4   882075994
64  1392    3   889737542
92  1501    2   875653665
222 1097    4   878181739
268 1436    3   875310745
213 1173    5   878955442
160 1460    2   876861185
13  1498    4   882139901
59  1715    5   888205921
5   1017    4   875636198
125 1163    5   879454956
174 1315    5   886432749
114 1505    3   881260203
213 1515    4   878870518
23  1196    2   874786926
128 1015    4   879968827
239 1056    4   889179478
181 1279    1   878962955
291 1080    4   875086354
250 1238    4   878089963
201 1649    3   884114275
181 1325    2   878961814
119 1407    3   887038665
287 1001    5   875334088
216 1531    4   880233810
203 1471    4   880434463
92  1587    3   875660408
213 1176    4   878956338
286 1288    5   875806672
117 2047    2   881009697
99  1111    1   885678886
11  1558    3   891904214
65  1047    2   879216672
295 1194    4   879517412
269 1217    2   891451610
85  1259    2   881705026
250 1596    5   878089921
137 1144    5   881433689
201 1960    2   884112077
257 1137    4   882049932
111 1328    4   891679939
91  1480    4   891438875
181 1938    1   878961586
189 2060    5   893264301
1   1020    4   887431883
303 1404    4   879468375
187 1210    4   879465242
222 1278    2   877563913
214 1568    4   892668197
293 1770    3   888906655
285 1191    4   890595859
96  1156    4   884402860
72  2110    3   880037334
115 2067    4   881171009
7   1430    3   891352178
116 1350    3   886977926
73  1480    4   888625753
263 1419    5   891299514
70  1431    3   884150257
221 1475    4   875244204
72  1182    5   880036515
25  1357    4   885852757
290 1050    5   880473582
189 1526    4   893266205
299 1303    3   877618584
264 1294    3   886121516
200 1365    5   884129962
63  1289    2   875746985
298 1486    3   884183063
235 1185    4   889655435
62  1712    4   879376178
246 1094    2   884923505
54  1742    5   880934806
63  1762    3   875747688
11  1732    3   891904596
92  1168    4   875653723
307 1174    4   879283480
256 1849    2   882164603
72  1054    3   880036854
164 1406    2   889402389
117 1150    4   880125101
224 1077    4   888103872
193 1869    3   889127811
94  1184    2   891720862
281 1338    2   881200457
128 1371    1   879966954
94  1720    1   891723593
182 1845    3   885613067
129 1873    1   883245452
64  1381    4   879365491
151 1176    2   879524293
45  1025    4   881014015
193 1879    3   889123257
276 1922    4   889174849
276 1057    3   874787526
181 1306    1   878962006
21  1370    1   874951293
264 1721    5   886123656
10  1611    5   877886722
276 1142    3   874792945
308 1427    4   887736584
221 1943    4   875246759
131 1126    4   883681514
268 1824    2   876518557
109 1008    3   880572642
198 1058    3   884208173
230 1680    4   880484286
181 1741    1   878962918
192 2061    4   881368891
234 1448    3   892335501
193 1941    4   889124890
128 1603    5   879966839
244 1265    4   880606634
90  1289    3   891382310
157 1025    3   886890787
305 1071    3   886323684
119 1382    5   874781742
231 1181    4   888605273
280 1508    3   891700453
288 1132    3   886374129
301 1033    4   882078228
72  1699    3   880036783
90  1259    2   891382392
308 1055    3   887738760
59  1742    3   888203053
94  1744    4   891721462
130 1642    4   875216933
26  2015    3   891352136
56  1121    5   892679480
82  1508    2   884714249
62  1012    4   879373613
276 1040    3   874791871
181 2015    1   878963121
152 1301    3   880147407
178 1845    4   882824291
217 1597    4   889070087
79  1303    4   891271203
138 1484    4   879024127
308 1081    5   887737293
75  1284    2   884050393
269 1198    4   891447062
307 1094    3   877122695
222 1781    3   881059677
121 1740    3   891390544
269 1022    1   891448072
13  1864    4   882141924
230 1742    5   880485043
269 1507    4   891448800
239 2099    5   889179253
245 2028    5   888513447
56  1546    3   892679460
295 1961    5   879519556
271 2028    2   885848102
222 1812    2   881059117
69  1240    3   882126156
10  1007    4   877892210
22  1376    3   878887112
294 1931    3   889242857
82  1717    1   884714492
279 1399    4   875313859
269 1234    1   891449406
6   1098    5   883600680
243 2039    4   879988184
298 1181    4   884125629
282 1325    1   881703044
78  1323    1   879633567
283 2114    5   879297545
171 1292    4   891034835
70  1217    4   884151119
10  1100    5   877891747
245 1181    4   888513664
107 1333    3   891264267
246 1561    1   884923445
276 1070    4   874790826
244 1017    2   880607205
189 1056    5   893265263
226 1242    5   883888671
62  2016    4   879373008
276 1417    4   874792907
214 1478    4   891544052
306 1235    4   876504354
222 1026    3   878183043
280 1631    5   891700751
60  1430    5   883326122
56  1071    4   892683275
42  1274    5   881105817
1   1202    5   875072442
13  1809    4   882397582
173 1289    4   877556988
15  1749    1   879455311
185 1023    4   883524249
280 1540    3   891702304
244 1381    4   880604077
150 1293    4   878746946
7   1497    4   891352134
178 1317    4   882826915
178 1742    3   882823833
95  2217    3   880572658
109 1127    2   880563471
117 1268    5   880124306
269 1705    2   891448850
130 2246    3   876252497
264 1655    4   886123530
207 1013    3   875506839
42  1588    5   881108147
246 1409    2   884923372
87  1367    4   879876702
256 1127    4   882164406
92  1794    3   875654798
181 1762    2   878963418
213 1235    1   878955115
92  1739    2   876175582
292 1661    5   881105561
246 1665    4   884922831
274 1845    5   878945579
188 1692    5   875072583
18  1086    4   880129731
236 1632    3   890116254
193 1407    4   889127921
144 1709    4   888105940
90  2198    5   891383866
48  1609    4   879434819
5   1225    2   875635723
22  1128    5   878887983
311 1432    4   884365485
8   1022    5   879362183
276 1188    4   874792547
222 1173    5   878183043
72  1866    4   880035887
299 1134    4   878192311
1   1171    5   889751711
308 1295    3   887741461
165 1216    4   879525778
222 1049    3   878183512
181 1121    4   878962623
200 1011    5   884129542
234 1626    4   892336358
244 1707    4   880606243
90  1025    5   891384789
208 1216    5   883108324
134 1323    4   891732335
279 1586    4   892864663
2   1292    4   888550774
288 1593    2   886892127
49  1302    4   888065432
286 1153    5   877531406
22  1080    4   878887227
234 1318    4   892078890
223 1328    3   891548959
15  1025    3   879456204
268 1147    4   876514002
94  2220    3   891722678
7   1492    5   891352010
268 1217    2   875744501
16  1055    5   877717956
164 1620    3   889402298
290 1161    4   880474293
92  1515    4   875640800
239 2070    5   889179032
248 1234    4   884534968
234 1010    3   891227851
276 1064    5   874787441
192 1948    3   881368302
122 1509    4   879270511
85  1588    3   880838306
262 1931    2   879790874
181 1870    2   878962623
295 1739    4   879518319
263 1568    4   891299387
295 1039    4   879518279
201 2100    4   884112800
93  1820    3   888705966
159 2028    5   880557539
158 1665    2   880134532
293 1423    3   888906070
82  1597    3   878768882
276 1181    5   874786488
13  1823    5   882397833
217 1002    3   889069782
83  1660    4   880308256
189 1020    5   893264466
222 1796    4   878183684
146 2022    5   891458193
267 1121    3   878970681
126 1294    3   887855087
181 2060    1   878962675
125 1080    4   892838865
43  1120    4   884029430
13  1780    1   882142057
253 1259    2   891628883
42  1044    3   881108548
77  1518    4   884753202
291 1686    5   874835165
268 1021    3   875742822
262 1028    3   879792220
234 1081    3   892334680
29  1245    3   882820803
236 1057    5   890116575
158 1729    3   880133116
156 1661    4   888185947
232 1052    5   888550130
168 1866    5   884287927
37  1288    4   880915258
141 1245    3   884584426
102 1070    3   888803537
77  1172    3   884752562
90  1506    5   891383319
186 1566    5   879023663
44  1660    5   878347915
118 1774    5   875385198
7   1661    5   891351624
49  2003    2   888068651
42  2028    4   881106072
178 1433    4   882827834
85  1051    2   879454782
58  2099    2   892243079
56  2047    4   892911290
197 1688    1   891409564
286 1099    4   878141681
181 2288    1   878962349
295 1190    4   879517062
224 1069    4   888082495
272 1317    4   879454977
221 2010    3   875246662
66  1877    1   883601089
207 1318    5   877124871
7   1648    5   891351653
87  1082    5   879875774
306 1287    4   876504442
194 1172    3   879521474
94  1062    3   891722933
167 1659    4   892738277
108 1100    4   879879720
181 1927    1   878962675
54  1302    4   880928519
90  1022    4   891384357
181 1696    2   878962997
286 1357    4   877531537
14  1269    4   892242403
311 1179    2   884365357
92  1121    5   875640679
65  1806    4   879216529
37  1540    2   880916070
44  1443    5   878348289
244 1183    4   880606043
1   1265    4   878542441
270 1025    5   876954456
299 1387    2   889502756
94  1572    3   891723883
286 1746    4   877533058
216 1055    5   880245145
254 1121    3   886472369
62  1665    2   879376483
178 1385    4   882826982
194 1023    4   879522819
268 1955    3   875745160
188 1143    5   875072674
276 1294    4   874786366
158 2098    4   880135069
207 1845    3   881681663
161 1048    1   891170745
305 1654    4   886323937
47  1324    3   879439078
64  1736    4   889739212
7   1378    5   891353011
59  1092    5   888204997
69  1268    5   882027109
10  1461    3   877888944
21  1129    4   874951382
58  1009    4   884304328
194 1152    3   879549996
113 1126    5   875076827
173 1328    5   877557028
95  1233    4   879196354
16  1194    5   877720733
59  1323    4   888206809
311 1654    3   884365075
292 1589    4   881105516
43  1203    4   883955224
79  1050    4   891271545
235 1070    5   889655619
125 1190    5   892836309
284 1322    3   885329671
303 1161    5   879468547
254 1378    3   886474396
255 2034    1   883217030
104 1301    2   888442275
90  1923    5   891383912
6   1463    4   883601713
279 1122    1   875297433
222 1448    3   878183565
297 1057    5   875239383
42  1625    3   881108873
130 2217    4   875801778
254 1357    3   886472466
109 1475    1   880563641
230 2444    2   880485726
244 1310    3   880601905
6   1301    2   883600406
36  1748    4   882157285
256 1443    3   882164727
102 1515    1   888801316
104 1285    4   888465201
21  1447    5   874951695
111 1301    4   891680028
18  1408    5   880129628
110 1944    3   886989501
270 1098    5   876955868
68  1237    5   876974133
83  1215    4   880307940
89  1216    5   879459859
128 1317    4   879968029
184 1412    2   889912691
286 1175    5   877532470
279 2428    3   888465209
256 1086    5   882165103
221 1048    5   875245462
140 1332    3   879013617
190 1977    2   891042938
201 1203    5   884114471
150 1181    5   878746685
126 1245    3   887854726
20  1208    2   879669401
144 1742    4   888104122
181 1930    1   878963275
109 1566    4   880578814
85  2065    3   879455021
213 1133    3   878955973
223 1011    3   891550649
215 1421    4   891435704
218 1208    3   877488366
174 1937    5   886432989
275 1186    3   880314383
68  1742    1   876974198
268 1583    4   876513830
160 1462    4   876858346
195 1273    4   878019342
224 1178    4   888082468
5   1110    1   875636493
99  2016    5   885678724
292 1009    4   881104148
72  1568    4   880037203
83  1281    5   880307072
92  1831    2   886443708
7   1543    3   891351772
87  1401    2   879876813
287 1926    4   875334340
1   1155    2   878542201
234 1632    2   892079538
222 1053    5   878184113
24  1064    5   875322758
7   1554    3   891354639
82  1056    3   878769410
161 1318    3   891170824
196 1393    4   881251863
56  1091    4   892683275
82  1477    3   876311344
7   1472    2   891353357
256 1761    4   882164644
226 1056    4   883889102
279 1741    5   875296891
16  1008    5   877722736
180 1202    3   877128388
203 1093    4   880434940
145 1056    5   875271896
84  1742    3   883450643
44  1644    3   878347818
17  1013    3   885272654
313 1117    4   891015319
148 1001    4   877019411
21  1164    5   874951695
279 1982    3   875298314
239 1491    5   889181015
185 1287    5   883526288
297 1089    4   875239125
186 1250    1   879023607
73  1206    3   888625754
104 1756    2   888465739
94  1216    3   885870665
239 1194    5   889178833
197 1511    5   891409839
280 1001    4   891700426
1   1117    3   874965739
224 1583    1   888103729
303 1397    1   879543831
60  1162    4   883327734
239 1513    5   889178887
6   1069    3   883601277
233 1375    4   876374419
85  1642    4   882995615
110 1038    3   886988574
184 1522    3   889908462
99  1873    1   885678436
13  1418    2   882398763
201 1518    4   884112201
214 1131    3   891544465
222 1087    3   878182589
279 1725    4   875314144
217 1182    2   889070109
85  1433    3   879828720
239 1234    3   889178762
13  1072    4   882141727
194 1077    3   879527421
208 1663    5   883108476
109 1178    3   880572950
230 1172    4   880484523
59  1485    2   888204466
313 1478    3   891014373
70  2133    3   884151344
62  1182    5   879375169
198 1234    3   884207833
65  1125    4   879217509
174 1660    5   886514261
90  1012    5   891383241
130 2248    3   880396702
100 1354    2   891375260
283 1432    5   879297965
275 1418    3   875154718
311 1098    5   884364502
130 1105    4   876251160
286 1073    5   877532965
7   1623    3   891354217
210 1204    5   887730676
239 1009    5   889180446
96  1087    4   884403531
297 1073    2   875239691
249 1239    3   879572284
94  1860    2   891723706
84  1121    4   883452307
275 1265    4   880314031
135 2046    3   879858003
291 2178    4   875086354
125 1382    1   892836623
70  1399    4   884068521
311 1009    4   884963365
301 1523    4   882076146
152 1685    5   880149074
244 1172    4   880605665
275 2091    2   875154535
53  1281    4   879443288
198 1118    2   884206513
244 1790    4   880608037
26  1125    4   891371676
151 1013    3   879542688
124 1496    1   890286933
24  1191    5   875323003
271 1065    3   885849419
294 2245    3   877819265
234 1241    2   892335042
25  1501    3   885852301
293 1137    3   888904653
201 1432    3   884111312
75  1240    1   884050661
13  1181    5   882140354
2   1050    5   888552084
313 1566    4   891016220
144 1125    4   888104191
188 1443    4   875074329
276 1324    4   874786419
145 1974    1   882182634
72  1234    4   880037418
83  1385    4   887665549
181 1619    3   878963086
109 1402    4   880581344
207 1107    3   876198301
185 1216    4   883526268
14  1213    5   890881557
149 1319    2   883512658
57  1079    5   883698495
230 1963    5   880484370
176 1875    4   886047442
253 1097    4   891628501
284 1269    4   885328991
106 1526    4   881452685
121 1180    3   891388286
62  1086    2   879374640
291 1418    4   875086920
207 1058    3   875991047
109 1097    3   880578711
283 1845    4   879297442
297 1275    5   874954260
181 1334    1   878961749
78  1255    4   879633745
11  1425    4   891904300
193 2078    4   889126943
297 1234    3   875239018
87  1585    4   879877008
250 1204    2   878091682
8   1050    5   879362124
186 1148    4   891719774
312 1692    4   891699426
91  1683    3   891438351
5   1454    1   875721432
291 1376    3   875086534
175 1127    5   877107640
145 1737    2   875272833
7   1644    5   891351685
276 1419    5   874792907
83  1210    5   880307751
102 1524    3   888803537
153 1174    1   881371140
62  1302    3   879371909
49  1995    3   888065577
207 1554    2   877822854
313 1616    5   891015049
286 1044    3   877532173
279 1168    5   875296435
254 1219    1   886475980
83  1097    4   880308690
63  1100    5   875747319
16  1178    5   877719333
297 1233    2   875239914
90  1945    5   891383866
85  1025    2   879452769
42  1098    4   881106711
303 1393    4   879484981
274 1050    5   878944679
104 1299    3   888442436
94  1792    4   885873006
184 1098    4   889908539
293 1708    3   888907527
248 1589    4   884534968
18  1950    3   880130764
217 1027    1   889070011
201 1148    1   884140751
7   1662    3   892133739
196 1381    4   881251728
69  1427    3   882145465
72  1196    4   880036747
256 1472    4   882152471
128 1182    4   879967225
151 1747    3   879524564
7   1171    3   891351287
286 1085    5   877533224
172 1220    4   875537441
308 1516    4   887736743
190 1974    2   891625949
82  1756    1   878768741
308 1436    4   887739257
59  1235    1   888203658
64  2063    3   889739539
145 1756    2   885557506
21  1324    4   874950889
285 1269    4   890595313
207 1065    3   878104594
198 1658    3   884208173
220 1333    3   881197771
210 1070    4   887730589
181 1014    1   878962392
158 1128    2   880134296
143 1682    3   888407741
75  1237    2   884050309
199 1221    4   883782854
223 2150    2   891549841
297 1025    4   874954497
276 1078    4   877934828
299 1847    4   877877649
293 1325    2   888904353
1   1047    4   875072125
164 1281    4   889401906
96  1673    4   884402860
291 2016    4   874833827
7   1451    5   891353892
233 1177    4   877661496
6   1517    4   883602212
202 1283    3   879727153
214 1117    4   891543241
184 1602    4   889909691
277 1257    3   879543487
194 1212    1   879524216
25  1257    4   885853415
6   1023    4   883601365
313 1436    4   891029877
22  1241    3   878888025
130 1569    3   880396494
66  1181    5   883601425
21  1948    1   874951054
181 2332    1   878962278
262 1174    3   879791948
206 1302    5   888180227
222 1022    5   878183285
151 1703    4   879542460
314 1028    5   877888346
13  1147    3   882397502
303 1418    4   879483510
16  1089    2   877717833
270 1558    5   876954927
248 1117    5   884535433
125 1318    5   879454309
138 1523    5   879024043
268 1386    2   875743978
291 1015    5   874833668
234 1147    3   892335372
15  1331    3   879455166
94  1155    2   891723807
136 1089    4   882848925
223 1423    3   891550684
82  1194    4   878770027
145 1355    3   888396967
280 1845    3   891700925
179 1339    1   892151366
178 1199    4   882826306
307 1949    4   877123315
10  1488    5   877888613
116 1331    3   876451911
308 1174    4   887736696
188 1237    3   875073648
118 1654    5   875385007
246 1721    4   884921794
234 1098    4   892078567
194 1239    3   879522917
94  1024    4   885873423
122 1378    4   879270769
312 1100    4   891698613
262 1064    5   879793022
154 1242    3   879138235
223 1763    3   891550067
99  1403    4   885680374
83  1043    4   880308690
130 1307    4   877984546
174 1402    5   886513729
59  1177    4   888204349
161 1168    1   891171174
244 1053    3   880607489
250 1196    4   878091818
43  1040    3   883956468
285 1150    5   890595636
42  1953    2   881108815
97  1670    5   884239744
122 1510    4   879270327
61  1323    3   891206450
222 1106    2   883816184
4   1264    3   892004275
304 1259    1   884967253
37  1403    5   880915942
303 2098    4   879467959
165 1372    5   879525987
176 1324    5   886047292
3   1335    1   889237269
56  1869    3   892683895
44  1015    4   878341343
190 1117    4   891033697
29  1189    4   882821942
94  1174    4   885870231
130 1949    3   876251944
117 1181    5   880124648
303 1779    1   879543418
19  1435    5   885412840
194 1191    4   879521856
158 1024    4   880134261
56  1447    4   892679067
262 1223    3   879791816
181 2334    1   878962240
214 1137    4   891543227
92  1747    4   875656164
58  1173    5   884305353
244 1154    5   880606385
134 1879    4   891732393
298 1625    4   884183406
16  1209    5   877722736
151 1835    5   879524199
181 2327    1   878963305
145 2248    3   875272195
200 1588    5   884128499
248 1257    3   884535840
297 1432    4   875239658
312 1133    5   891699296
151 1012    5   879524368
110 1568    3   886988449
305 1483    5   886323068
44  1240    4   878346997
186 1263    3   879023571
214 1213    4   891544414
233 1208    4   880610814
104 1287    2   888465347
312 1153    2   891699491
206 1323    1   888179833
230 1419    4   880484587
94  1651    5   891725332
205 1316    4   888284710
14  1174    5   890881294
268 1790    2   876513785
276 2081    3   880913705
83  1929    3   880307140
268 1580    3   875309344
222 2041    3   881060155
279 1089    4   875306910
112 1331    4   884992603
296 1429    5   884197330
18  1202    3   880130515
13  1868    5   882139901
87  1210    5   879875734
10  1285    5   877889186
181 1328    3   878961227
23  1463    4   874785843
253 1746    3   891628630
299 2047    2   877880041
66  1001    3   883601324
216 1174    5   881432488
290 1208    3   880475245
79  2161    2   891271697
264 1448    2   886122031
4   1303    5   892002352
144 1831    3   888104805
138 1517    4   879024279
64  1433    2   889740286
5   1001    4   875635748
276 1357    5   874787526
62  1433    5   879375588
239 1475    5   889178689
293 1166    3   888905520
130 1234    5   875216932
264 1070    4   886123596
208 1197    5   883108797
24  1763    5   875322875
279 2162    3   875314334
3   1245    1   889237247
101 1596    3   877136564
162 2019    4   877636556
239 1430    3   889180338
160 1160    5   876862078
172 1580    4   875538028
303 2160    2   879544629
54  1676    5   880935294
44  1507    3   878347392
210 1097    5   887736454
164 1930    4   889402340
299 1240    2   877878414
28  1217    3   881961671
305 1079    3   886324276
18  1729    3   880131236
109 2012    4   880564570
207 1025    4   876079113
92  2209    1   875660468
109 1001    4   880563619
58  1709    5   884304812
303 1693    4   879466771
152 1111    5   880148782
194 1160    2   879551380
92  1241    3   875655961
77  1091    3   884752924
244 1662    3   880606533
177 1321    2   880130481
131 1221    3   883681561
197 1302    3   891409070
227 1050    4   879035347
85  1282    3   879829618
295 1072    4   879518714
181 1001    3   878962392
277 1255    4   879544145
1   1253    5   874965970
18  1182    4   880130640
276 1568    4   882659211
87  1177    5   879875940
177 1069    1   880131088
213 1013    4   878955139
125 1134    5   879454532
128 1739    4   879969349
291 1428    5   874871766
25  1208    4   885852337
207 2350    2   877878772
271 1056    3   885848559
5   1363    3   875635225
274 1748    5   878944406
70  1419    5   884065035
311 1559    2   884366187
199 1268    5   883782509
201 1209    3   884112801
99  1274    1   885679157
11  1740    4   891903067
59  1077    4   888206254
184 1277    3   889907971
222 1088    4   878183336
38  1161    5   892432062
59  1418    2   888205188
104 1300    3   888442275
298 2346    3   884126061
180 2119    3   877128156
7   1674    2   891352659
121 1014    5   891390014
268 2041    1   875743735
252 1277    4   891456797
303 1411    4   879483802
210 1527    5   887736232
234 1648    3   892826760
308 1215    3   887737483
234 2397    4   892334976
75  1546    3   884050422
117 1015    5   880125887
246 1239    3   884921380
64  1516    5   889737376
239 1081    3   889179808
59  1054    4   888205921
256 1220    3   882151690
216 1196    5   880245145
203 1282    1   880434919
144 1153    5   888105823
